,code,n_k_d,time_steps,error_model,decoder,error_probability,measurement_error_probability,n_run,n_success,n_fail,n_logical_commutations,custom_totals,error_weight_total,error_weight_pvar,logical_failure_rate,physical_error_rate,wall_time,n,k,d,bias,decoder_chi
0,Color 6.6.6 39,"[1141, 1, 39]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.4666666666666667,0.0,500,309,191,24,,266697,279.462764,0.382,0.46747940403155125,692.3443667620886,1141,1,39,300.0,8.0
1,Color 6.6.6 39,"[1141, 1, 39]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.4666666666666667,0.0,500,309,191,180,,266697,279.462764,0.382,0.46747940403155125,692.3443667620886,1141,1,39,300.0,8.0
0,Color 6.6.6 39,"[1141, 1, 39]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.47777777777777775,0.0,500,282,218,27,,272052,271.653184,0.436,0.4768659070990359,678.8161312900484,1141,1,39,300.0,8.0
1,Color 6.6.6 39,"[1141, 1, 39]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.47777777777777775,0.0,500,282,218,199,,272052,271.653184,0.436,0.4768659070990359,678.8161312900484,1141,1,39,300.0,8.0
0,Color 6.6.6 39,"[1141, 1, 39]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.4888888888888889,0.0,500,260,240,23,,278924,290.960896,0.48,0.48891148115687993,679.9400003789924,1141,1,39,300.0,8.0
1,Color 6.6.6 39,"[1141, 1, 39]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.4888888888888889,0.0,500,260,240,224,,278924,290.960896,0.48,0.48891148115687993,679.9400003789924,1141,1,39,300.0,8.0
0,Color 6.6.6 39,"[1141, 1, 39]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.5,0.0,500,242,258,34,,284738,314.429424,0.516,0.499102541630149,652.286142207915,1141,1,39,300.0,8.0
1,Color 6.6.6 39,"[1141, 1, 39]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.5,0.0,500,242,258,249,,284738,314.429424,0.516,0.499102541630149,652.286142207915,1141,1,39,300.0,8.0
0,Color 6.6.6 43,"[1387, 1, 43]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.4,0.0,500,427,73,18,,277301,372.223596,0.146,0.3998572458543619,836.3820146881044,1387,1,43,300.0,8.0
1,Color 6.6.6 43,"[1387, 1, 43]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.4,0.0,500,427,73,56,,277301,372.223596,0.146,0.3998572458543619,836.3820146881044,1387,1,43,300.0,8.0
0,Color 6.6.6 43,"[1387, 1, 43]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.41111111111111115,0.0,500,394,106,27,,284286,336.604816,0.212,0.4099293439077145,837.579779892927,1387,1,43,300.0,8.0
1,Color 6.6.6 43,"[1387, 1, 43]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.41111111111111115,0.0,500,394,106,85,,284286,336.604816,0.212,0.4099293439077145,837.579779892927,1387,1,43,300.0,8.0
0,Color 6.6.6 43,"[1387, 1, 43]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.4222222222222222,0.0,500,386,114,22,,293706,297.962256,0.228,0.4235126171593367,832.8772957997862,1387,1,43,300.0,8.0
1,Color 6.6.6 43,"[1387, 1, 43]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.4222222222222222,0.0,500,386,114,100,,293706,297.962256,0.228,0.4235126171593367,832.8772957997862,1387,1,43,300.0,8.0
0,Color 6.6.6 43,"[1387, 1, 43]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.43333333333333335,0.0,500,367,133,29,,301271,335.408236,0.266,0.434421052631579,837.6875045869965,1387,1,43,300.0,8.0
1,Color 6.6.6 43,"[1387, 1, 43]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.43333333333333335,0.0,500,367,133,114,,301271,335.408236,0.266,0.434421052631579,837.6875045869965,1387,1,43,300.0,8.0
0,Color 6.6.6 43,"[1387, 1, 43]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.4444444444444445,0.0,500,358,142,20,,307973,366.655084,0.284,0.444085075702956,916.9225730900653,1387,1,43,300.0,8.0
1,Color 6.6.6 43,"[1387, 1, 43]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.4444444444444445,0.0,500,358,142,128,,307973,366.655084,0.284,0.444085075702956,916.9225730900653,1387,1,43,300.0,8.0
0,Color 6.6.6 43,"[1387, 1, 43]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.45555555555555555,0.0,500,337,163,34,,315604,323.516736,0.326,0.4550886806056237,980.6263368378859,1387,1,43,300.0,8.0
1,Color 6.6.6 43,"[1387, 1, 43]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.45555555555555555,0.0,500,337,163,139,,315604,323.516736,0.326,0.4550886806056237,980.6263368378859,1387,1,43,300.0,8.0
0,Color 6.6.6 43,"[1387, 1, 43]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.4666666666666667,0.0,500,306,194,33,,323289,328.895916,0.388,0.46617015140591206,936.4594892498571,1387,1,43,300.0,8.0
1,Color 6.6.6 43,"[1387, 1, 43]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.4666666666666667,0.0,500,306,194,167,,323289,328.895916,0.388,0.46617015140591206,936.4594892498571,1387,1,43,300.0,8.0
0,Color 6.6.6 43,"[1387, 1, 43]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.47777777777777775,0.0,500,287,213,22,,330389,345.988716,0.426,0.47640807498197546,910.1589562150184,1387,1,43,300.0,8.0
1,Color 6.6.6 43,"[1387, 1, 43]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.47777777777777775,0.0,500,287,213,203,,330389,345.988716,0.426,0.47640807498197546,910.1589562150184,1387,1,43,300.0,8.0
0,Color 6.6.6 43,"[1387, 1, 43]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.4888888888888889,0.0,500,248,252,38,,339616,364.678176,0.504,0.48971304974765684,903.8787059627939,1387,1,43,300.0,8.0
1,Color 6.6.6 43,"[1387, 1, 43]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.4888888888888889,0.0,500,248,252,231,,339616,364.678176,0.504,0.48971304974765684,903.8787059627939,1387,1,43,300.0,8.0
0,Color 6.6.6 43,"[1387, 1, 43]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.5,0.0,500,217,283,20,,347065,363.6491,0.566,0.5004542177361211,889.8590534960385,1387,1,43,300.0,8.0
1,Color 6.6.6 43,"[1387, 1, 43]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.5,0.0,500,217,283,269,,347065,363.6491,0.566,0.5004542177361211,889.8590534960385,1387,1,43,300.0,8.0
0,Color 6.6.6 47,"[1657, 1, 47]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.4,0.0,500,414,86,20,,331113,444.146924,0.172,0.3996535908267954,1146.6396284999792,1657,1,47,300.0,8.0
1,Color 6.6.6 47,"[1657, 1, 47]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.4,0.0,500,414,86,72,,331113,444.146924,0.172,0.3996535908267954,1146.6396284999792,1657,1,47,300.0,8.0
0,Color 6.6.6 47,"[1657, 1, 47]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.41111111111111115,0.0,500,427,73,17,,340396,389.028736,0.146,0.4108581774290887,1155.71136044804,1657,1,47,300.0,8.0
1,Color 6.6.6 47,"[1657, 1, 47]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.41111111111111115,0.0,500,427,73,59,,340396,389.028736,0.146,0.4108581774290887,1155.71136044804,1657,1,47,300.0,8.0
0,Color 6.6.6 47,"[1657, 1, 47]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.4222222222222222,0.0,500,381,119,30,,349452,387.182784,0.238,0.4217887748943875,1223.971563693136,1657,1,47,300.0,8.0
1,Color 6.6.6 47,"[1657, 1, 47]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.4222222222222222,0.0,500,381,119,94,,349452,387.182784,0.238,0.4217887748943875,1223.971563693136,1657,1,47,300.0,8.0
0,Color 6.6.6 47,"[1657, 1, 47]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.43333333333333335,0.0,500,369,131,29,,358488,388.903424,0.262,0.4326952323476162,1185.3668067399412,1657,1,47,300.0,8.0
1,Color 6.6.6 47,"[1657, 1, 47]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.43333333333333335,0.0,500,369,131,107,,358488,388.903424,0.262,0.4326952323476162,1185.3668067399412,1657,1,47,300.0,8.0
0,Color 6.6.6 47,"[1657, 1, 47]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.4444444444444445,0.0,500,330,170,35,,367824,433.116096,0.34,0.443963789981895,1151.8646086871158,1657,1,47,300.0,8.0
1,Color 6.6.6 47,"[1657, 1, 47]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.4444444444444445,0.0,500,330,170,145,,367824,433.116096,0.34,0.443963789981895,1151.8646086871158,1657,1,47,300.0,8.0
0,Color 6.6.6 47,"[1657, 1, 47]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.45555555555555555,0.0,500,324,176,27,,378051,388.247596,0.352,0.45630778515389253,1224.245163778076,1657,1,47,300.0,8.0
1,Color 6.6.6 47,"[1657, 1, 47]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.45555555555555555,0.0,500,324,176,157,,378051,388.247596,0.352,0.45630778515389253,1224.245163778076,1657,1,47,300.0,8.0
0,Color 6.6.6 47,"[1657, 1, 47]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.4666666666666667,0.0,500,305,195,36,,386077,379.554284,0.39,0.465995171997586,1226.6822495958768,1657,1,47,300.0,8.0
1,Color 6.6.6 47,"[1657, 1, 47]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.4666666666666667,0.0,500,305,195,174,,386077,379.554284,0.39,0.465995171997586,1226.6822495958768,1657,1,47,300.0,8.0
0,Color 6.6.6 47,"[1657, 1, 47]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.47777777777777775,0.0,500,290,210,37,,396080,443.4784,0.42,0.47806879903439947,1218.63597260206,1657,1,47,300.0,8.0
1,Color 6.6.6 47,"[1657, 1, 47]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.47777777777777775,0.0,500,290,210,190,,396080,443.4784,0.42,0.47806879903439947,1218.63597260206,1657,1,47,300.0,8.0
0,Color 6.6.6 47,"[1657, 1, 47]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.4888888888888889,0.0,500,263,237,45,,404965,388.4171,0.474,0.48879299939649967,1227.8247683460359,1657,1,47,300.0,8.0
1,Color 6.6.6 47,"[1657, 1, 47]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.4888888888888889,0.0,500,263,237,211,,404965,388.4171,0.474,0.48879299939649967,1227.8247683460359,1657,1,47,300.0,8.0
0,Color 6.6.6 47,"[1657, 1, 47]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.5,0.0,500,228,272,44,,413828,405.537664,0.544,0.49949064574532287,1227.5010411131661,1657,1,47,300.0,8.0
1,Color 6.6.6 47,"[1657, 1, 47]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.5,0.0,500,228,272,258,,413828,405.537664,0.544,0.49949064574532287,1227.5010411131661,1657,1,47,300.0,8.0
0,Color 6.6.6 51,"[1951, 1, 51]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.4,0.0,500,435,65,18,,389047,451.317164,0.13,0.39881804202972837,1523.044242511969,1951,1,51,300.0,8.0
1,Color 6.6.6 51,"[1951, 1, 51]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.4,0.0,500,435,65,52,,389047,451.317164,0.13,0.39881804202972837,1523.044242511969,1951,1,51,300.0,8.0
0,Color 6.6.6 51,"[1951, 1, 51]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.41111111111111115,0.0,500,409,91,23,,401519,452.288556,0.182,0.4116032803690415,1546.317810148932,1951,1,51,300.0,8.0
1,Color 6.6.6 51,"[1951, 1, 51]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.41111111111111115,0.0,500,409,91,69,,401519,452.288556,0.182,0.4116032803690415,1546.317810148932,1951,1,51,300.0,8.0
0,Color 6.6.6 51,"[1951, 1, 51]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.4222222222222222,0.0,500,387,113,21,,412868,520.282304,0.226,0.4232373141978472,1529.492846797919,1951,1,51,300.0,8.0
1,Color 6.6.6 51,"[1951, 1, 51]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.4222222222222222,0.0,500,387,113,99,,412868,520.282304,0.226,0.4232373141978472,1529.492846797919,1951,1,51,300.0,8.0
0,Color 6.6.6 51,"[1951, 1, 51]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.43333333333333335,0.0,500,354,146,17,,422557,449.925004,0.292,0.43316965658636597,1506.034698879812,1951,1,51,300.0,8.0
1,Color 6.6.6 51,"[1951, 1, 51]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.43333333333333335,0.0,500,354,146,132,,422557,449.925004,0.292,0.43316965658636597,1506.034698879812,1951,1,51,300.0,8.0
0,Color 6.6.6 51,"[1951, 1, 51]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.4444444444444445,0.0,500,362,138,27,,433303,417.698764,0.276,0.44418554587391085,1535.4551471539307,1951,1,51,300.0,8.0
1,Color 6.6.6 51,"[1951, 1, 51]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.4444444444444445,0.0,500,362,138,114,,433303,417.698764,0.276,0.44418554587391085,1535.4551471539307,1951,1,51,300.0,8.0
0,Color 6.6.6 51,"[1951, 1, 51]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.45555555555555555,0.0,500,301,199,47,,443804,489.822336,0.398,0.4549502819067145,1531.275027635973,1951,1,51,300.0,8.0
1,Color 6.6.6 51,"[1951, 1, 51]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.45555555555555555,0.0,500,301,199,169,,443804,489.822336,0.398,0.4549502819067145,1531.275027635973,1951,1,51,300.0,8.0
0,Color 6.6.6 51,"[1951, 1, 51]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.4666666666666667,0.0,500,320,180,37,,454835,469.5811,0.36,0.46625832906201947,1508.6849806341343,1951,1,51,300.0,8.0
1,Color 6.6.6 51,"[1951, 1, 51]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.4666666666666667,0.0,500,320,180,153,,454835,469.5811,0.36,0.46625832906201947,1508.6849806341343,1951,1,51,300.0,8.0
0,Color 6.6.6 51,"[1951, 1, 51]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.47777777777777775,0.0,500,270,230,27,,465650,501.57,0.46,0.47734495130702204,1528.0290531141218,1951,1,51,300.0,8.0
1,Color 6.6.6 51,"[1951, 1, 51]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.47777777777777775,0.0,500,270,230,215,,465650,501.57,0.46,0.47734495130702204,1528.0290531141218,1951,1,51,300.0,8.0
0,Color 6.6.6 51,"[1951, 1, 51]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.4888888888888889,0.0,500,230,270,32,,477192,483.012544,0.54,0.4891768323936443,1507.2880469979718,1951,1,51,300.0,8.0
1,Color 6.6.6 51,"[1951, 1, 51]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.4888888888888889,0.0,500,230,270,248,,477192,483.012544,0.54,0.4891768323936443,1507.2880469979718,1951,1,51,300.0,8.0
0,Color 6.6.6 51,"[1951, 1, 51]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.5,0.0,500,241,259,36,,487509,511.921676,0.518,0.49975294720656077,1465.0295753739774,1951,1,51,300.0,8.0
1,Color 6.6.6 51,"[1951, 1, 51]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.5,0.0,500,241,259,242,,487509,511.921676,0.518,0.49975294720656077,1465.0295753739774,1951,1,51,300.0,8.0
0,Color 6.6.6 39,"[1141, 1, 39]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.4,0.0,500,408,92,14,,228261,291.533516,0.184,0.4001069237510955,776.8844061631244,1141,1,39,300.0,8.0
1,Color 6.6.6 39,"[1141, 1, 39]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.4,0.0,500,408,92,78,,228261,291.533516,0.184,0.4001069237510955,776.8844061631244,1141,1,39,300.0,8.0
0,Color 6.6.6 39,"[1141, 1, 39]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.41111111111111115,0.0,500,390,110,25,,234504,261.427936,0.22,0.41104995617879053,776.048618075205,1141,1,39,300.0,8.0
1,Color 6.6.6 39,"[1141, 1, 39]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.41111111111111115,0.0,500,390,110,91,,234504,261.427936,0.22,0.41104995617879053,776.048618075205,1141,1,39,300.0,8.0
0,Color 6.6.6 39,"[1141, 1, 39]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.4222222222222222,0.0,500,394,106,20,,241648,295.200384,0.212,0.4235723049956179,771.9519888530485,1141,1,39,300.0,8.0
1,Color 6.6.6 39,"[1141, 1, 39]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.4222222222222222,0.0,500,394,106,89,,241648,295.200384,0.212,0.4235723049956179,771.9519888530485,1141,1,39,300.0,8.0
0,Color 6.6.6 39,"[1141, 1, 39]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.43333333333333335,0.0,500,351,149,27,,247587,261.075724,0.298,0.43398247151621383,771.3908778058831,1141,1,39,300.0,8.0
1,Color 6.6.6 39,"[1141, 1, 39]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.43333333333333335,0.0,500,351,149,132,,247587,261.075724,0.298,0.43398247151621383,771.3908778058831,1141,1,39,300.0,8.0
0,Color 6.6.6 39,"[1141, 1, 39]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.4444444444444445,0.0,500,362,138,31,,252388,291.925824,0.276,0.44239789658194567,749.1373255138751,1141,1,39,300.0,8.0
1,Color 6.6.6 39,"[1141, 1, 39]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.4444444444444445,0.0,500,362,138,114,,252388,291.925824,0.276,0.44239789658194567,749.1373255138751,1141,1,39,300.0,8.0
0,Color 6.6.6 39,"[1141, 1, 39]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.45555555555555555,0.0,500,316,184,23,,259428,286.823264,0.368,0.454737949167397,697.3169923820533,1141,1,39,300.0,8.0
1,Color 6.6.6 39,"[1141, 1, 39]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.45555555555555555,0.0,500,316,184,170,,259428,286.823264,0.368,0.454737949167397,697.3169923820533,1141,1,39,300.0,8.0
0,Color 6.6.6 39,"[1141, 1, 39]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.4666666666666667,0.0,500,286,214,38,,266171,279.969036,0.428,0.46655740578439964,692.9562150030397,1141,1,39,300.0,8.0
1,Color 6.6.6 39,"[1141, 1, 39]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.4666666666666667,0.0,500,286,214,190,,266171,279.969036,0.428,0.46655740578439964,692.9562150030397,1141,1,39,300.0,8.0
0,Color 6.6.6 39,"[1141, 1, 39]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.47777777777777775,0.0,500,266,234,30,,272141,298.134476,0.468,0.4770219106047327,678.579363169847,1141,1,39,300.0,8.0
1,Color 6.6.6 39,"[1141, 1, 39]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.47777777777777775,0.0,500,266,234,214,,272141,298.134476,0.468,0.4770219106047327,678.579363169847,1141,1,39,300.0,8.0
0,Color 6.6.6 39,"[1141, 1, 39]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.4888888888888889,0.0,500,245,255,29,,278810,296.1596,0.51,0.48871165644171777,679.7364344671369,1141,1,39,300.0,8.0
1,Color 6.6.6 39,"[1141, 1, 39]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.4888888888888889,0.0,500,245,255,239,,278810,296.1596,0.51,0.48871165644171777,679.7364344671369,1141,1,39,300.0,8.0
0,Color 6.6.6 39,"[1141, 1, 39]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.5,0.0,500,248,252,31,,284728,276.960064,0.504,0.49908501314636283,679.4558991817757,1141,1,39,300.0,8.0
1,Color 6.6.6 39,"[1141, 1, 39]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.5,0.0,500,248,252,239,,284728,276.960064,0.504,0.49908501314636283,679.4558991817757,1141,1,39,300.0,8.0
0,Color 6.6.6 43,"[1387, 1, 43]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.4,0.0,500,417,83,14,,276978,328.438064,0.166,0.3993914924297044,840.4127017939463,1387,1,43,300.0,8.0
1,Color 6.6.6 43,"[1387, 1, 43]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.4,0.0,500,417,83,69,,276978,328.438064,0.166,0.3993914924297044,840.4127017939463,1387,1,43,300.0,8.0
0,Color 6.6.6 43,"[1387, 1, 43]",1,"Biased-depolarizing (bias=300, axis='Z')",Color 6.6.6 MPS (chi=8),0.41111111111111115,0.0,500,404,96,25,,284714,351.740816,0.192,0.4105465032444124,838.6895712509286,1387,1,43,300.0,8.0
