,code,n_k_d,time_steps,error_model,decoder,error_probability,measurement_error_probability,n_run,n_success,n_fail,n_logical_commutations,custom_totals,error_weight_total,error_weight_pvar,logical_failure_rate,physical_error_rate,wall_time,n,k,d,bias,decoder_chi
0,Color 6.6.6 43,"[1387, 1, 43]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,500,0,0,,173061,272.091116,0,0.2495472242,945.6472752,1387,1,43,500,8
1,Color 6.6.6 43,"[1387, 1, 43]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,500,0,0,,173061,272.091116,0,0.2495472242,945.6472752,1387,1,43,500,8
0,Color 6.6.6 47,"[1657, 1, 47]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,500,0,0,,207650,310.63,0,0.2506336753,1166.142289,1657,1,47,500,8
1,Color 6.6.6 47,"[1657, 1, 47]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,500,0,0,,207650,310.63,0,0.2506336753,1166.142289,1657,1,47,500,8
0,Color 6.6.6 51,"[1951, 1, 51]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,500,0,0,,243375,363.4155,0,0.2494874423,1411.941698,1951,1,51,500,8
1,Color 6.6.6 51,"[1951, 1, 51]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,500,0,0,,243375,363.4155,0,0.2494874423,1411.941698,1951,1,51,500,8
0,Color 6.6.6 39,"[1141, 1, 39]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,500,0,0,,142591,233.796876,0,0.2499404032,773.9130441,1141,1,39,500,8
1,Color 6.6.6 39,"[1141, 1, 39]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,500,0,0,,142591,233.796876,0,0.2499404032,773.9130441,1141,1,39,500,8
0,Color 6.6.6 43,"[1387, 1, 43]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,500,0,0,,173321,242.817836,0,0.2499221341,965.8983596,1387,1,43,500,8
1,Color 6.6.6 43,"[1387, 1, 43]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,500,0,0,,173321,242.817836,0,0.2499221341,965.8983596,1387,1,43,500,8
0,Color 6.6.6 47,"[1657, 1, 47]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,500,0,0,,206584,265.207776,0,0.2493470127,1184.963865,1657,1,47,500,8
1,Color 6.6.6 47,"[1657, 1, 47]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,500,0,0,,206584,265.207776,0,0.2493470127,1184.963865,1657,1,47,500,8
0,Color 6.6.6 51,"[1951, 1, 51]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,499,1,0,,243602,359.042384,0.002,0.2497201435,1443.351636,1951,1,51,500,8
1,Color 6.6.6 51,"[1951, 1, 51]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,499,1,1,,243602,359.042384,0.002,0.2497201435,1443.351636,1951,1,51,500,8
0,Color 6.6.6 39,"[1141, 1, 39]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,500,0,0,,142416,220.747776,0,0.2496336547,765.0906675,1141,1,39,500,8
1,Color 6.6.6 39,"[1141, 1, 39]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,500,0,0,,142416,220.747776,0,0.2496336547,765.0906675,1141,1,39,500,8
0,Color 6.6.6 43,"[1387, 1, 43]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,500,0,0,,172599,265.282796,0,0.2488810382,959.3454805,1387,1,43,500,8
1,Color 6.6.6 43,"[1387, 1, 43]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,500,0,0,,172599,265.282796,0,0.2488810382,959.3454805,1387,1,43,500,8
0,Color 6.6.6 47,"[1657, 1, 47]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,500,0,0,,207266,306.912976,0,0.2501701871,1213.414373,1657,1,47,500,8
1,Color 6.6.6 47,"[1657, 1, 47]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,500,0,0,,207266,306.912976,0,0.2501701871,1213.414373,1657,1,47,500,8
0,Color 6.6.6 51,"[1951, 1, 51]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,500,0,0,,243733,377.032844,0,0.2498544336,1468.806491,1951,1,51,500,8
1,Color 6.6.6 51,"[1951, 1, 51]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,500,0,0,,243733,377.032844,0,0.2498544336,1468.806491,1951,1,51,500,8
0,Color 6.6.6 39,"[1141, 1, 39]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,498,2,0,,143165,216.1331,0.004,0.2509465381,757.0323427,1141,1,39,500,8
1,Color 6.6.6 39,"[1141, 1, 39]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,498,2,2,,143165,216.1331,0.004,0.2509465381,757.0323427,1141,1,39,500,8
0,Color 6.6.6 43,"[1387, 1, 43]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,499,1,1,,173809,276.604076,0.002,0.2506258111,945.9526941,1387,1,43,500,8
1,Color 6.6.6 43,"[1387, 1, 43]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,499,1,0,,173809,276.604076,0.002,0.2506258111,945.9526941,1387,1,43,500,8
0,Color 6.6.6 47,"[1657, 1, 47]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,498,2,1,,206903,280.292364,0.004,0.2497320459,1168.125454,1657,1,47,500,8
1,Color 6.6.6 47,"[1657, 1, 47]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,498,2,1,,206903,280.292364,0.004,0.2497320459,1168.125454,1657,1,47,500,8
0,Color 6.6.6 51,"[1951, 1, 51]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,500,0,0,,244087,354.875724,0,0.2502173244,1416.048341,1951,1,51,500,8
1,Color 6.6.6 51,"[1951, 1, 51]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,500,0,0,,244087,354.875724,0,0.2502173244,1416.048341,1951,1,51,500,8
0,Color 6.6.6 39,"[1141, 1, 39]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,498,2,0,,143165,216.1331,0.004,0.2509465381,757.0323427,[,1,1,500,8
1,Color 6.6.6 39,"[1141, 1, 39]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,498,2,2,,143165,216.1331,0.004,0.2509465381,757.0323427,[,1,1,500,8
0,Color 6.6.6 43,"[1387, 1, 43]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,499,1,1,,173809,276.604076,0.002,0.2506258111,945.9526941,[,1,3,500,8
1,Color 6.6.6 43,"[1387, 1, 43]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,499,1,0,,173809,276.604076,0.002,0.2506258111,945.9526941,[,1,3,500,8
0,Color 6.6.6 47,"[1657, 1, 47]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,498,2,1,,206903,280.292364,0.004,0.2497320459,1168.125454,[,1,6,500,8
1,Color 6.6.6 47,"[1657, 1, 47]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,498,2,1,,206903,280.292364,0.004,0.2497320459,1168.125454,[,1,6,500,8
0,Color 6.6.6 51,"[1951, 1, 51]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,500,0,0,,244087,354.875724,0,0.2502173244,1416.048341,[,1,9,500,8
1,Color 6.6.6 51,"[1951, 1, 51]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,500,0,0,,244087,354.875724,0,0.2502173244,1416.048341,[,1,9,500,8
0,Color 6.6.6 39,"[1141, 1, 39]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,498,2,0,,143165,216.1331,0.004,0.2509465381,757.0323427,,[,1,500,8
1,Color 6.6.6 39,"[1141, 1, 39]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,498,2,2,,143165,216.1331,0.004,0.2509465381,757.0323427,,[,1,500,8
0,Color 6.6.6 43,"[1387, 1, 43]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,499,1,1,,173809,276.604076,0.002,0.2506258111,945.9526941,,[,1,500,8
1,Color 6.6.6 43,"[1387, 1, 43]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,499,1,0,,173809,276.604076,0.002,0.2506258111,945.9526941,,[,1,500,8
0,Color 6.6.6 47,"[1657, 1, 47]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,498,2,1,,206903,280.292364,0.004,0.2497320459,1168.125454,,[,1,500,8
1,Color 6.6.6 47,"[1657, 1, 47]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,498,2,1,,206903,280.292364,0.004,0.2497320459,1168.125454,,[,1,500,8
0,Color 6.6.6 51,"[1951, 1, 51]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,500,0,0,,244087,354.875724,0,0.2502173244,1416.048341,,[,1,500,8
1,Color 6.6.6 51,"[1951, 1, 51]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,500,0,0,,244087,354.875724,0,0.2502173244,1416.048341,,[,1,500,8
0,Color 6.6.6 39,"[1141, 1, 39]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,499,1,0,,142650,228.41,0.002,0.2500438212,762.55432,1141,1,39,500,8
1,Color 6.6.6 39,"[1141, 1, 39]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,499,1,1,,142650,228.41,0.002,0.2500438212,762.55432,1141,1,39,500,8
0,Color 6.6.6 43,"[1387, 1, 43]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,500,0,0,,173593,242.559404,0,0.2503143475,947.9974501,1387,1,43,500,8
1,Color 6.6.6 43,"[1387, 1, 43]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,500,0,0,,173593,242.559404,0,0.2503143475,947.9974501,1387,1,43,500,8
0,Color 6.6.6 47,"[1657, 1, 47]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,499,1,0,,207288,303.432224,0.002,0.2501967411,1194.115265,1657,1,47,500,8
1,Color 6.6.6 47,"[1657, 1, 47]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,499,1,1,,207288,303.432224,0.002,0.2501967411,1194.115265,1657,1,47,500,8
0,Color 6.6.6 51,"[1951, 1, 51]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,500,0,0,,243991,353.085676,0,0.2501189134,1447.615484,1951,1,51,500,8
1,Color 6.6.6 51,"[1951, 1, 51]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,500,0,0,,243991,353.085676,0,0.2501189134,1447.615484,1951,1,51,500,8
0,Color 6.6.6 39,"[1141, 1, 39]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,499,1,0,,142650,228.41,0.002,0.2500438212,762.55432,[,1,1,500,8
1,Color 6.6.6 39,"[1141, 1, 39]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,499,1,1,,142650,228.41,0.002,0.2500438212,762.55432,[,1,1,500,8
0,Color 6.6.6 43,"[1387, 1, 43]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,500,0,0,,173593,242.559404,0,0.2503143475,947.9974501,[,1,3,500,8
1,Color 6.6.6 43,"[1387, 1, 43]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,500,0,0,,173593,242.559404,0,0.2503143475,947.9974501,[,1,3,500,8
0,Color 6.6.6 47,"[1657, 1, 47]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,499,1,0,,207288,303.432224,0.002,0.2501967411,1194.115265,[,1,6,500,8
1,Color 6.6.6 47,"[1657, 1, 47]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,499,1,1,,207288,303.432224,0.002,0.2501967411,1194.115265,[,1,6,500,8
0,Color 6.6.6 51,"[1951, 1, 51]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,500,0,0,,243991,353.085676,0,0.2501189134,1447.615484,[,1,9,500,8
1,Color 6.6.6 51,"[1951, 1, 51]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,500,0,0,,243991,353.085676,0,0.2501189134,1447.615484,[,1,9,500,8
0,Color 6.6.6 39,"[1141, 1, 39]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,499,1,0,,142594,211.192656,0.002,0.2499456617,779.2800148,1141,1,39,500,8
1,Color 6.6.6 39,"[1141, 1, 39]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,499,1,1,,142594,211.192656,0.002,0.2499456617,779.2800148,1141,1,39,500,8
0,Color 6.6.6 43,"[1387, 1, 43]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,500,0,0,,173510,235.9636,0,0.2501946647,976.7555612,1387,1,43,500,8
1,Color 6.6.6 43,"[1387, 1, 43]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,500,0,0,,173510,235.9636,0,0.2501946647,976.7555612,1387,1,43,500,8
0,Color 6.6.6 47,"[1657, 1, 47]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,500,0,0,,206650,311.454,0,0.2494266747,1207.282441,1657,1,47,500,8
1,Color 6.6.6 47,"[1657, 1, 47]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,500,0,0,,206650,311.454,0,0.2494266747,1207.282441,1657,1,47,500,8
0,Color 6.6.6 51,"[1951, 1, 51]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,500,0,0,,243628,340.978464,0,0.2497467965,1466.89627,1951,1,51,500,8
1,Color 6.6.6 51,"[1951, 1, 51]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,500,0,0,,243628,340.978464,0,0.2497467965,1466.89627,1951,1,51,500,8
0,Color 6.6.6 39,"[1141, 1, 39]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,499,1,0,,142594,211.192656,0.002,0.2499456617,779.2800148,[,1,1,500,8
1,Color 6.6.6 39,"[1141, 1, 39]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,499,1,1,,142594,211.192656,0.002,0.2499456617,779.2800148,[,1,1,500,8
0,Color 6.6.6 43,"[1387, 1, 43]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,500,0,0,,173510,235.9636,0,0.2501946647,976.7555612,[,1,3,500,8
1,Color 6.6.6 43,"[1387, 1, 43]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,500,0,0,,173510,235.9636,0,0.2501946647,976.7555612,[,1,3,500,8
0,Color 6.6.6 47,"[1657, 1, 47]",1,"Biased-depolarizing (bias=500, axis='Z')",Color 6.6.6 MPS (chi=8),0.25,0,500,500,0,0,,206650,311.454,0,0.2494266747,1207.282441,[,1,6,500,8
